0_x,0_y,0_score,1_x,1_y,1_score,2_x,2_y,2_score,3_x,3_y,3_score,4_x,4_y,4_score,5_x,5_y,5_score,6_x,6_y,6_score,7_x,7_y,7_score,8_x,8_y,8_score,9_x,9_y,9_score,10_x,10_y,10_score,11_x,11_y,11_score,12_x,12_y,12_score,13_x,13_y,13_score,14_x,14_y,14_score,15_x,15_y,15_score,16_x,16_y,16_score,17_x,17_y,17_score,type_index,type_str,file_name
0.53,0.28,0.9,0.52,0.36,0.93,0.48,0.36,0.77,0.41,0.38,0.85,0.35,0.35,0.72,0.56,0.36,0.89,0.63,0.4,0.89,0.71,0.36,0.85,0.49,0.57,0.75,0.49,0.73,0.86,0.49,0.87,0.76,0.55,0.57,0.68,0.55,0.73,0.85,0.55,0.88,0.81,0.52,0.27,0.9,0.54,0.27,0.94,0.5,0.28,0.72,0.55,0.28,0.61,2,flap,./input/flap/Colour 308-233-flap.png
0.47,0.3,0.88,0.46,0.39,0.81,0.42,0.39,0.85,0.35,0.45,0.73,0.27,0.42,0.76,0.51,0.39,0.82,0.56,0.46,0.95,0.63,0.42,0.86,0.44,0.61,0.69,0.44,0.76,0.76,0.44,0.9,0.77,0.5,0.6,0.63,0.5,0.76,0.65,0.5,0.9,0.7,0.46,0.29,0.89,0.48,0.29,0.85,0.44,0.3,0.78,0.49,0.3,0.76,2,flap,./input/flap/Colour 173-63-flap.png
0.5,0.27,0.86,0.51,0.35,0.86,0.45,0.34,0.75,0.39,0.36,0.88,0.34,0.29,0.86,0.56,0.35,0.84,0.63,0.35,0.79,0.67,0.27,0.91,0.47,0.56,0.7,0.47,0.71,0.86,0.47,0.83,0.86,0.54,0.56,0.66,0.53,0.71,0.79,0.54,0.84,0.66,0.49,0.26,0.92,0.51,0.26,0.87,0.49,0.27,0.35,0.53,0.27,0.89,2,flap,./input/flap/Colour 158-168-flap.png
0.48,0.29,0.85,0.47,0.39,0.85,0.42,0.39,0.69,0.35,0.43,0.72,0.27,0.4,0.74,0.52,0.39,0.76,0.58,0.45,0.82,0.66,0.4,0.85,0.44,0.61,0.6,0.44,0.77,0.77,0.44,0.9,0.77,0.51,0.6,0.69,0.5,0.76,0.81,0.5,0.91,0.78,0.47,0.28,0.9,0.49,0.28,0.92,0.45,0.29,0.98,0.5,0.29,0.86,2,flap,./input/flap/Colour 213-62-flap.png
0.5,0.32,0.85,0.49,0.39,0.88,0.44,0.39,0.85,0.37,0.39,0.7,0.31,0.32,0.75,0.53,0.4,0.9,0.6,0.41,0.85,0.65,0.36,0.84,0.45,0.59,0.79,0.45,0.74,0.83,0.44,0.88,0.78,0.51,0.59,0.67,0.51,0.74,0.85,0.51,0.89,0.79,0.48,0.31,0.96,0.5,0.32,0.98,0.47,0.33,0.8,0.52,0.33,0.8,2,flap,./input/flap/Colour 220-126-flap.png
0.57,0.27,0.83,0.56,0.34,0.88,0.51,0.34,0.83,0.44,0.37,0.78,0.36,0.34,0.64,0.62,0.35,0.78,0.69,0.39,0.83,0.78,0.35,0.74,0.53,0.55,0.76,0.52,0.71,0.73,0.52,0.85,0.72,0.59,0.55,0.66,0.59,0.71,0.71,0.59,0.85,0.67,0.56,0.26,0.98,0.58,0.26,0.86,0.55,0.27,0.97,0.6,0.27,0.97,2,flap,./input/flap/Colour 218-209-flap.png
0.49,0.3,0.85,0.49,0.36,0.92,0.44,0.36,0.91,0.37,0.3,0.71,0.32,0.23,0.85,0.54,0.36,0.79,0.6,0.31,0.82,0.65,0.25,0.82,0.45,0.58,0.72,0.44,0.74,0.81,0.43,0.87,0.87,0.51,0.58,0.68,0.52,0.74,0.74,0.52,0.88,0.84,0.48,0.29,0.81,0.5,0.29,0.82,0.46,0.3,0.8,0.51,0.3,0.88,2,flap,./input/flap/Colour 234-104-flap.png
0.5,0.27,0.89,0.5,0.34,0.86,0.45,0.34,0.78,0.38,0.33,0.81,0.31,0.3,0.69,0.56,0.34,0.83,0.63,0.3,0.74,0.67,0.23,0.96,0.47,0.55,0.74,0.48,0.71,0.84,0.47,0.83,0.88,0.55,0.55,0.74,0.54,0.71,0.78,0.54,0.85,0.79,0.49,0.26,0.91,0.51,0.26,0.83,0.48,0.27,0.62,0.53,0.27,0.89,2,flap,./input/flap/Colour 143-167-flap.png
0.49,0.32,0.87,0.49,0.39,0.92,0.44,0.38,0.86,0.38,0.36,0.86,0.32,0.29,0.86,0.53,0.39,0.77,0.59,0.36,0.81,0.64,0.3,0.78,0.45,0.59,0.76,0.45,0.74,0.81,0.44,0.88,0.78,0.51,0.59,0.68,0.51,0.74,0.82,0.51,0.89,0.76,0.48,0.31,0.94,0.5,0.32,0.97,0.47,0.33,0.78,0.52,0.33,0.77,2,flap,./input/flap/Colour 237-125-flap.png
0.54,0.24,0.93,0.54,0.32,0.81,0.48,0.31,0.84,0.41,0.27,0.77,0.34,0.22,0.84,0.59,0.32,0.75,0.66,0.26,0.8,0.72,0.19,0.78,0.5,0.54,0.59,0.5,0.71,0.71,0.5,0.86,0.75,0.56,0.54,0.71,0.55,0.71,0.72,0.55,0.86,0.72,0.53,0.23,0.82,0.56,0.24,0.75,0.51,0.25,0.81,0.57,0.26,0.78,2,flap,./input/flap/Colour 190-187-flap.png
0.54,0.27,0.87,0.53,0.34,0.84,0.48,0.34,0.75,0.4,0.35,0.78,0.32,0.34,0.78,0.58,0.35,0.8,0.66,0.36,0.81,0.74,0.35,0.76,0.5,0.54,0.62,0.49,0.71,0.83,0.49,0.84,0.8,0.56,0.54,0.72,0.56,0.71,0.82,0.56,0.85,0.77,0.53,0.26,0.86,0.55,0.26,0.86,0.51,0.27,0.96,0.56,0.27,0.92,2,flap,./input/flap/Colour 207-208-flap.png
0.54,0.24,0.83,0.53,0.32,0.79,0.47,0.32,0.86,0.4,0.28,0.68,0.33,0.25,0.81,0.6,0.32,0.79,0.66,0.27,0.8,0.73,0.21,0.87,0.5,0.54,0.59,0.5,0.71,0.74,0.5,0.86,0.76,0.56,0.54,0.7,0.55,0.71,0.77,0.55,0.86,0.73,0.52,0.23,0.89,0.55,0.23,0.84,0.51,0.25,0.84,0.56,0.26,0.87,2,flap,./input/flap/Colour 151-189-flap.png
0.48,0.29,0.93,0.48,0.39,0.76,0.43,0.39,0.7,0.35,0.42,0.76,0.28,0.38,0.81,0.53,0.39,0.75,0.6,0.42,0.84,0.65,0.35,0.84,0.44,0.61,0.62,0.44,0.76,0.76,0.44,0.9,0.77,0.51,0.61,0.72,0.5,0.76,0.81,0.5,0.9,0.78,0.47,0.28,0.87,0.5,0.28,0.8,0.45,0.29,0.95,0.51,0.29,0.91,2,flap,./input/flap/Colour 193-62-flap.png
0.52,0.27,1.01,0.52,0.35,0.96,0.48,0.35,0.79,0.4,0.35,0.81,0.36,0.29,0.93,0.57,0.35,0.88,0.64,0.39,0.93,0.69,0.33,0.85,0.49,0.57,0.74,0.49,0.73,0.86,0.49,0.87,0.77,0.55,0.57,0.66,0.55,0.73,0.85,0.55,0.88,0.81,0.51,0.26,0.8,0.54,0.26,0.83,0.5,0.27,0.63,0.55,0.28,0.7,2,flap,./input/flap/Colour 248-233-flap.png
0.5,0.27,0.81,0.49,0.34,0.8,0.44,0.34,0.76,0.38,0.31,0.72,0.31,0.26,0.78,0.54,0.35,0.8,0.61,0.33,0.72,0.65,0.25,0.81,0.46,0.56,0.63,0.45,0.72,0.86,0.44,0.86,0.71,0.52,0.56,0.67,0.5,0.72,0.88,0.5,0.87,0.74,0.49,0.26,0.81,0.5,0.26,0.84,0.47,0.27,0.78,0.52,0.27,0.55,2,flap,./input/flap/Colour 199-145-flap.png
0.49,0.32,0.88,0.48,0.4,0.91,0.44,0.39,0.82,0.37,0.41,0.77,0.31,0.41,0.76,0.53,0.4,0.88,0.59,0.43,0.71,0.65,0.43,0.74,0.45,0.59,0.8,0.45,0.74,0.83,0.44,0.88,0.77,0.51,0.59,0.72,0.51,0.74,0.86,0.51,0.89,0.8,0.48,0.31,0.94,0.5,0.32,0.98,0.47,0.33,0.81,0.52,0.33,0.82,2,flap,./input/flap/Colour 227-125-flap.png
0.53,0.24,0.92,0.53,0.32,0.9,0.47,0.32,0.83,0.39,0.3,0.74,0.32,0.29,0.84,0.58,0.32,0.86,0.66,0.27,0.88,0.73,0.21,0.86,0.5,0.54,0.62,0.5,0.72,0.71,0.5,0.86,0.75,0.56,0.55,0.73,0.55,0.72,0.73,0.55,0.87,0.76,0.52,0.23,0.81,0.54,0.23,0.87,0.5,0.25,0.87,0.56,0.25,0.82,2,flap,./input/flap/Colour 169-187-flap.png
0.47,0.26,0.88,0.47,0.35,0.9,0.42,0.35,0.84,0.37,0.41,0.74,0.32,0.46,0.83,0.52,0.35,0.8,0.58,0.42,0.91,0.63,0.48,0.9,0.44,0.58,0.72,0.44,0.74,0.85,0.43,0.89,0.8,0.5,0.58,0.72,0.51,0.74,0.86,0.5,0.89,0.78,0.46,0.25,0.82,0.48,0.25,0.9,0.45,0.27,0.92,0.5,0.26,0.77,2,flap,./input/flap/Colour 173-82-flap.png
0.49,0.3,0.87,0.49,0.38,0.95,0.44,0.38,0.83,0.38,0.43,0.8,0.3,0.47,0.84,0.53,0.38,0.79,0.58,0.45,0.77,0.65,0.52,0.8,0.45,0.58,0.72,0.44,0.74,0.83,0.43,0.87,0.86,0.51,0.58,0.66,0.52,0.74,0.77,0.52,0.88,0.83,0.48,0.29,0.86,0.5,0.29,0.83,0.47,0.3,0.76,0.51,0.3,0.87,2,flap,./input/flap/Colour 232-105-flap.png
0.5,0.27,0.75,0.5,0.36,0.82,0.45,0.35,0.8,0.38,0.36,0.67,0.32,0.36,0.54,0.54,0.37,0.75,0.59,0.41,0.2,0,0,0,0.45,0.57,0.67,0.45,0.72,0.88,0.44,0.88,0.68,0.52,0.57,0.63,0.5,0.73,0.89,0.5,0.88,0.75,0.49,0.26,0.79,0.51,0.27,0.86,0.47,0.27,0.65,0.52,0.28,0.63,2,flap,./input/flap/Colour 180-146-flap.png
0.49,0.33,0.85,0.49,0.39,0.85,0.44,0.39,0.83,0.37,0.36,0.81,0.31,0.29,0.79,0.53,0.39,0.74,0.59,0.37,0.69,0.64,0.32,0.92,0.45,0.59,0.79,0.45,0.74,0.81,0.44,0.88,0.78,0.51,0.59,0.67,0.51,0.74,0.85,0.51,0.89,0.76,0.48,0.32,0.94,0.5,0.32,0.95,0.47,0.33,0.77,0.52,0.33,0.76,2,flap,./input/flap/Colour 187-126-flap.png
0.54,0.27,0.93,0.53,0.34,0.86,0.48,0.34,0.76,0.41,0.31,0.84,0.35,0.26,0.76,0.58,0.34,0.79,0.66,0.33,0.86,0.74,0.27,0.81,0.5,0.54,0.68,0.49,0.71,0.82,0.49,0.84,0.78,0.56,0.54,0.68,0.56,0.71,0.79,0.56,0.85,0.76,0.53,0.26,0.86,0.55,0.26,0.83,0.51,0.27,0.92,0.56,0.28,0.94,2,flap,./input/flap/Colour 177-208-flap.png
0.5,0.27,0.97,0.5,0.36,0.85,0.45,0.36,0.87,0.4,0.42,0.86,0.34,0.47,0.79,0.55,0.36,0.91,0.6,0.43,0.83,0.65,0.49,0.84,0.47,0.57,0.74,0.47,0.73,0.89,0.47,0.86,0.71,0.53,0.57,0.71,0.52,0.73,0.92,0.52,0.87,0.77,0.5,0.26,0.83,0.51,0.26,0.78,0.48,0.27,0.7,0.53,0.27,0.74,2,flap,./input/flap/Colour 272-232-flap.png
0.5,0.26,0.88,0.5,0.35,0.9,0.45,0.35,0.82,0.4,0.42,0.8,0.37,0.49,0.74,0.56,0.35,0.82,0.62,0.41,0.83,0.68,0.45,0.76,0.47,0.56,0.71,0.47,0.71,0.88,0.47,0.83,0.87,0.54,0.56,0.64,0.53,0.71,0.8,0.54,0.84,0.67,0.5,0.25,0.9,0.51,0.25,0.83,0.48,0.27,0.73,0.53,0.27,0.87,2,flap,./input/flap/Colour 147-168-flap.png
0.47,0.26,0.9,0.47,0.33,0.93,0.41,0.33,0.89,0.34,0.3,0.8,0.27,0.21,0.64,0.52,0.33,0.83,0.6,0.3,0.8,0.66,0.23,0.68,0.44,0.57,0.67,0.44,0.74,0.82,0.43,0.89,0.77,0.5,0.57,0.65,0.5,0.74,0.78,0.5,0.88,0.76,0.46,0.25,0.89,0.48,0.25,0.82,0.44,0.27,0.78,0.5,0.26,0.81,2,flap,./input/flap/Colour 192-83-flap.png
0.49,0.32,0.94,0.49,0.39,0.87,0.44,0.38,0.89,0.38,0.37,0.71,0.31,0.33,0.75,0.53,0.39,0.73,0.59,0.38,0.82,0.64,0.35,0.73,0.45,0.59,0.77,0.45,0.74,0.82,0.44,0.88,0.78,0.51,0.59,0.71,0.51,0.74,0.86,0.51,0.89,0.76,0.48,0.31,0.88,0.5,0.31,0.92,0.46,0.33,0.75,0.51,0.33,0.77,2,flap,./input/flap/Colour 205-125-flap.png
0.53,0.24,0.91,0.53,0.34,0.91,0.47,0.34,0.84,0.39,0.34,0.79,0.32,0.34,0.77,0.59,0.34,0.78,0.69,0.33,0.79,0.76,0.31,0.67,0.5,0.55,0.63,0.5,0.72,0.74,0.5,0.86,0.73,0.56,0.55,0.73,0.55,0.71,0.72,0.55,0.86,0.72,0.52,0.23,0.85,0.54,0.23,0.89,0.5,0.26,0.88,0.56,0.25,0.84,2,flap,./input/flap/Colour 159-188-flap.png
0.56,0.26,0.92,0.56,0.34,0.82,0.5,0.34,0.81,0.43,0.32,0.75,0.35,0.28,0.71,0.61,0.34,0.75,0.69,0.33,0.89,0.77,0.29,0.89,0.52,0.55,0.74,0.52,0.71,0.77,0.52,0.85,0.69,0.59,0.54,0.71,0.58,0.71,0.8,0.59,0.86,0.69,0.55,0.25,0.85,0.57,0.26,0.85,0.53,0.26,0.8,0.59,0.27,0.85,2,flap,./input/flap/Colour 218-210-flap.png
0.49,0.32,0.87,0.49,0.38,0.94,0.44,0.38,0.9,0.38,0.36,0.82,0.31,0.29,0.8,0.53,0.38,0.82,0.58,0.36,0.86,0.63,0.3,0.85,0.45,0.59,0.78,0.45,0.74,0.82,0.44,0.88,0.8,0.52,0.59,0.68,0.51,0.74,0.86,0.51,0.89,0.79,0.48,0.32,0.93,0.5,0.32,0.97,0.47,0.33,0.83,0.52,0.33,0.76,2,flap,./input/flap/Colour 157-126-flap.png
0.51,0.27,0.95,0.51,0.34,0.84,0.46,0.34,0.78,0.4,0.31,0.8,0.35,0.24,0.76,0.57,0.34,0.77,0.63,0.3,0.86,0.67,0.22,0.85,0.47,0.55,0.72,0.48,0.7,0.84,0.47,0.83,0.87,0.54,0.55,0.74,0.54,0.71,0.79,0.54,0.85,0.78,0.5,0.26,0.8,0.52,0.26,0.85,0.48,0.27,0.82,0.54,0.27,0.78,2,flap,./input/flap/Colour 170-167-flap.png
0.49,0.32,0.95,0.49,0.39,0.84,0.44,0.39,0.83,0.38,0.38,0.84,0.31,0.33,0.78,0.53,0.39,0.81,0.59,0.39,0.78,0.64,0.36,0.77,0.45,0.59,0.77,0.45,0.74,0.82,0.44,0.88,0.76,0.51,0.59,0.71,0.51,0.74,0.85,0.51,0.89,0.76,0.48,0.31,0.93,0.5,0.31,0.96,0.47,0.33,0.76,0.51,0.33,0.67,2,flap,./input/flap/Colour 214-125-flap.png
0.51,0.27,0.88,0.52,0.35,0.76,0.46,0.35,0.71,0.38,0.33,0.78,0.33,0.29,0.73,0.57,0.35,0.8,0.66,0.33,0.79,0.71,0.26,0.89,0.48,0.56,0.69,0.49,0.71,0.87,0.48,0.83,0.79,0.55,0.56,0.69,0.55,0.72,0.8,0.55,0.85,0.73,0.5,0.26,0.91,0.52,0.26,0.91,0.49,0.27,0.92,0.54,0.27,0.98,2,flap,./input/flap/Colour 170-166-flap.png
0.5,0.27,0.96,0.5,0.35,0.88,0.46,0.35,0.81,0.39,0.33,0.76,0.34,0.26,0.84,0.55,0.35,0.88,0.62,0.34,0.9,0.67,0.26,0.75,0.47,0.57,0.73,0.47,0.73,0.89,0.47,0.87,0.7,0.53,0.57,0.72,0.52,0.73,0.91,0.52,0.87,0.77,0.49,0.26,0.93,0.51,0.26,0.84,0.48,0.28,0.63,0.53,0.27,0.72,2,flap,./input/flap/Colour 263-232-flap.png
0.48,0.35,0.83,0.48,0.43,0.8,0.44,0.43,0.81,0.38,0.48,0.82,0.32,0.51,0.81,0.53,0.43,0.76,0.58,0.49,0.88,0.65,0.51,0.73,0.45,0.62,0.76,0.44,0.78,0.68,0.44,0.92,0.83,0.51,0.62,0.73,0.51,0.78,0.8,0.52,0.92,0.74,0.47,0.34,0.97,0.5,0.34,0.9,0.46,0.35,0.67,0.51,0.35,0.93,2,flap,./input/flap/Colour 262-40-flap.png
0.49,0.3,0.87,0.48,0.38,0.9,0.44,0.38,0.89,0.37,0.4,0.74,0.3,0.39,0.66,0.53,0.39,0.74,0.61,0.4,0.77,0.68,0.39,0.77,0.45,0.58,0.72,0.44,0.74,0.81,0.43,0.87,0.87,0.51,0.58,0.68,0.52,0.74,0.72,0.52,0.88,0.83,0.48,0.29,0.86,0.5,0.29,0.86,0.47,0.3,0.84,0.51,0.3,0.9,2,flap,./input/flap/Colour 186-103-flap.png
0.54,0.24,0.94,0.54,0.33,0.72,0.48,0.32,0.78,0.42,0.28,0.75,0.35,0.23,0.71,0.59,0.32,0.72,0.66,0.26,0.76,0.71,0.18,0.91,0.5,0.54,0.6,0.5,0.71,0.73,0.5,0.86,0.76,0.56,0.54,0.67,0.55,0.71,0.73,0.55,0.86,0.73,0.53,0.24,0.83,0.55,0.24,0.75,0.51,0.26,0.79,0.57,0.26,0.84,2,flap,./input/flap/Colour 220-187-flap.png
0.53,0.27,0.97,0.52,0.36,0.95,0.48,0.35,0.79,0.4,0.36,0.74,0.33,0.34,0.63,0.57,0.36,0.83,0.65,0.38,0.72,0.72,0.35,0.71,0.49,0.58,0.75,0.49,0.73,0.85,0.49,0.87,0.8,0.55,0.58,0.68,0.55,0.73,0.83,0.55,0.88,0.81,0.52,0.26,0.88,0.54,0.27,0.91,0.51,0.27,0.7,0.56,0.28,0.63,2,flap,./input/flap/Colour 296-233-flap.png
0.49,0.33,0.86,0.49,0.4,0.94,0.44,0.4,0.83,0.38,0.43,0.85,0.31,0.4,0.84,0.53,0.4,0.91,0.59,0.45,0.85,0.65,0.42,0.73,0.45,0.59,0.78,0.45,0.74,0.84,0.44,0.88,0.79,0.52,0.59,0.69,0.51,0.74,0.85,0.51,0.89,0.81,0.48,0.32,0.94,0.5,0.32,0.97,0.47,0.33,0.8,0.52,0.33,0.8,2,flap,./input/flap/Colour 192-126-flap.png
0.5,0.27,0.92,0.51,0.34,0.86,0.45,0.34,0.82,0.38,0.34,0.76,0.33,0.28,0.81,0.56,0.35,0.76,0.63,0.33,0.85,0.68,0.24,0.95,0.47,0.55,0.72,0.47,0.71,0.86,0.47,0.83,0.87,0.54,0.55,0.68,0.53,0.71,0.79,0.54,0.84,0.66,0.5,0.26,0.9,0.51,0.26,0.83,0.49,0.27,0.44,0.53,0.27,0.83,2,flap,./input/flap/Colour 155-168-flap.png
0.54,0.27,0.94,0.53,0.35,0.86,0.48,0.34,0.75,0.42,0.4,0.84,0.36,0.44,0.83,0.58,0.35,0.89,0.63,0.42,0.94,0.71,0.47,0.88,0.5,0.54,0.65,0.49,0.71,0.84,0.49,0.84,0.8,0.56,0.54,0.67,0.56,0.71,0.8,0.56,0.85,0.77,0.53,0.26,0.81,0.55,0.26,0.8,0.51,0.27,0.9,0.56,0.28,0.87,2,flap,./input/flap/Colour 186-208-flap.png
0.54,0.24,0.93,0.54,0.33,0.75,0.48,0.32,0.75,0.41,0.28,0.7,0.34,0.24,0.8,0.6,0.32,0.75,0.66,0.26,0.79,0.72,0.19,0.78,0.5,0.54,0.59,0.5,0.71,0.72,0.5,0.86,0.71,0.56,0.54,0.68,0.55,0.71,0.73,0.55,0.86,0.73,0.53,0.23,0.85,0.55,0.23,0.75,0.51,0.26,0.82,0.57,0.26,0.81,2,flap,./input/flap/Colour 218-187-flap.png
0.5,0.27,0.92,0.5,0.35,0.9,0.46,0.35,0.8,0.4,0.43,0.71,0.37,0.51,0.77,0.56,0.35,0.79,0.6,0.41,0.88,0.66,0.47,0.91,0.47,0.55,0.73,0.47,0.71,0.86,0.47,0.83,0.87,0.54,0.55,0.69,0.53,0.71,0.8,0.54,0.84,0.66,0.5,0.26,0.84,0.51,0.26,0.79,0.48,0.27,0.72,0.53,0.27,0.92,2,flap,./input/flap/Colour 142-168-flap.png
0.5,0.28,0.89,0.5,0.35,0.89,0.45,0.35,0.79,0.4,0.39,0.75,0.34,0.41,0.68,0.56,0.35,0.79,0.62,0.39,0.79,0.69,0.39,0.69,0.47,0.56,0.71,0.47,0.71,0.87,0.47,0.83,0.87,0.54,0.56,0.66,0.53,0.71,0.78,0.54,0.84,0.65,0.5,0.26,0.88,0.51,0.27,0.83,0.48,0.27,0.76,0.53,0.27,0.92,2,flap,./input/flap/Colour 139-168-flap.png
0.48,0.35,0.83,0.48,0.43,0.81,0.44,0.43,0.78,0.4,0.52,0.69,0.37,0.58,0.66,0.53,0.43,0.86,0.56,0.53,0.92,0.61,0.59,0.82,0.44,0.61,0.73,0.44,0.78,0.71,0.44,0.92,0.83,0.51,0.62,0.75,0.51,0.78,0.82,0.52,0.92,0.75,0.47,0.34,0.97,0.5,0.34,0.91,0.46,0.35,0.62,0.51,0.35,0.93,2,flap,./input/flap/Colour 258-40-flap.png
0.51,0.26,0.85,0.51,0.35,0.88,0.46,0.35,0.74,0.4,0.41,0.72,0.36,0.47,0.68,0.56,0.35,0.87,0.63,0.42,0.75,0.69,0.46,0.71,0.47,0.56,0.67,0.48,0.71,0.83,0.48,0.83,0.8,0.55,0.56,0.68,0.55,0.71,0.8,0.55,0.85,0.72,0.5,0.25,0.91,0.52,0.25,0.97,0.49,0.27,0.84,0.54,0.27,0.86,2,flap,./input/flap/Colour 142-166-flap.png
0.49,0.3,0.88,0.49,0.37,0.88,0.44,0.37,0.76,0.36,0.35,0.78,0.28,0.31,0.75,0.54,0.38,0.81,0.63,0.35,0.79,0.7,0.32,0.4,0.45,0.58,0.72,0.44,0.74,0.79,0.43,0.88,0.87,0.51,0.58,0.68,0.52,0.74,0.74,0.52,0.88,0.83,0.48,0.29,0.82,0.5,0.29,0.84,0.47,0.3,0.82,0.51,0.3,0.82,2,flap,./input/flap/Colour 219-105-flap.png
0.54,0.24,0.86,0.53,0.35,0.8,0.48,0.35,0.77,0.43,0.43,0.73,0.38,0.49,0.75,0.58,0.35,0.8,0.63,0.42,0.9,0.69,0.49,0.8,0.5,0.54,0.53,0.5,0.71,0.71,0.5,0.86,0.73,0.56,0.55,0.73,0.55,0.71,0.75,0.55,0.86,0.75,0.53,0.23,0.85,0.55,0.24,0.82,0.51,0.26,0.78,0.56,0.26,0.8,2,flap,./input/flap/Colour 232-187-flap.png
0.49,0.3,0.89,0.48,0.38,0.91,0.43,0.38,0.89,0.36,0.41,0.74,0.29,0.42,0.67,0.53,0.39,0.75,0.61,0.42,0.7,0.68,0.41,0.55,0.45,0.59,0.7,0.44,0.74,0.82,0.43,0.88,0.88,0.51,0.59,0.7,0.52,0.74,0.72,0.52,0.88,0.84,0.48,0.29,0.82,0.5,0.29,0.82,0.47,0.3,0.8,0.51,0.3,0.89,2,flap,./input/flap/Colour 195-104-flap.png
0.51,0.27,0.93,0.51,0.34,0.79,0.45,0.34,0.81,0.38,0.32,0.72,0.32,0.28,0.82,0.57,0.35,0.71,0.65,0.33,0.75,0.7,0.26,0.83,0.47,0.55,0.71,0.49,0.71,0.85,0.48,0.83,0.79,0.55,0.55,0.73,0.55,0.71,0.8,0.55,0.85,0.73,0.5,0.26,0.82,0.52,0.26,0.9,0.49,0.27,0.83,0.54,0.27,0.94,2,flap,./input/flap/Colour 148-166-flap.png
0.54,0.27,0.87,0.53,0.34,0.82,0.48,0.34,0.74,0.4,0.33,0.77,0.34,0.29,0.76,0.58,0.35,0.78,0.66,0.34,0.7,0.74,0.3,0.69,0.5,0.54,0.59,0.49,0.7,0.82,0.49,0.84,0.81,0.56,0.54,0.7,0.56,0.71,0.81,0.56,0.85,0.77,0.53,0.26,0.87,0.55,0.26,0.86,0.51,0.27,0.95,0.56,0.27,0.93,2,flap,./input/flap/Colour 209-208-flap.png
0.53,0.28,0.95,0.52,0.36,0.89,0.48,0.36,0.82,0.42,0.42,0.76,0.39,0.43,0.59,0.56,0.36,0.85,0.63,0.42,0.84,0.7,0.43,0.62,0.49,0.57,0.75,0.49,0.73,0.87,0.49,0.86,0.77,0.55,0.57,0.7,0.55,0.73,0.86,0.55,0.88,0.83,0.51,0.27,0.83,0.54,0.27,0.85,0.5,0.28,0.71,0.55,0.28,0.67,2,flap,./input/flap/Colour 264-234-flap.png
0.53,0.28,0.92,0.53,0.36,0.98,0.48,0.35,0.81,0.41,0.33,0.8,0.36,0.26,0.8,0.57,0.36,0.8,0.64,0.34,0.78,0.69,0.27,0.94,0.49,0.58,0.76,0.49,0.73,0.85,0.49,0.87,0.78,0.55,0.58,0.69,0.55,0.73,0.84,0.55,0.88,0.8,0.52,0.27,0.87,0.54,0.27,0.91,0.5,0.28,0.68,0.55,0.28,0.63,2,flap,./input/flap/Colour 301-233-flap.png
0.47,0.3,0.85,0.46,0.39,0.8,0.42,0.39,0.83,0.36,0.46,0.83,0.29,0.45,0.66,0.51,0.39,0.83,0.55,0.47,0.78,0.61,0.45,0.84,0.44,0.6,0.68,0.44,0.76,0.79,0.44,0.9,0.78,0.5,0.6,0.62,0.5,0.76,0.68,0.5,0.9,0.7,0.46,0.29,0.9,0.48,0.29,0.81,0.44,0.3,0.79,0.49,0.3,0.81,2,flap,./input/flap/Colour 182-63-flap.png
0.51,0.27,0.9,0.51,0.35,0.77,0.46,0.35,0.72,0.38,0.36,0.73,0.32,0.34,0.69,0.57,0.35,0.73,0.64,0.35,0.82,0.7,0.31,0.83,0.47,0.56,0.69,0.48,0.71,0.84,0.48,0.83,0.78,0.55,0.56,0.68,0.55,0.71,0.79,0.55,0.85,0.74,0.5,0.26,0.92,0.52,0.26,0.95,0.49,0.27,0.84,0.54,0.27,0.97,2,flap,./input/flap/Colour 152-166-flap.png
0.56,0.26,0.93,0.56,0.34,0.82,0.5,0.34,0.81,0.43,0.32,0.82,0.36,0.26,0.81,0.61,0.34,0.72,0.69,0.33,0.91,0.76,0.28,0.66,0.52,0.55,0.75,0.52,0.71,0.76,0.52,0.85,0.66,0.59,0.55,0.71,0.58,0.71,0.82,0.59,0.86,0.7,0.55,0.25,0.82,0.57,0.26,0.83,0.54,0.26,0.77,0.59,0.27,0.86,2,flap,./input/flap/Colour 222-210-flap.png
0.53,0.27,1.0,0.53,0.36,0.96,0.48,0.36,0.84,0.41,0.4,0.83,0.36,0.4,0.66,0.57,0.36,0.81,0.63,0.43,0.73,0.71,0.4,0.61,0.49,0.57,0.74,0.49,0.73,0.86,0.49,0.87,0.77,0.55,0.57,0.66,0.55,0.73,0.84,0.55,0.88,0.8,0.52,0.26,0.82,0.54,0.26,0.88,0.5,0.27,0.67,0.55,0.28,0.68,2,flap,./input/flap/Colour 251-233-flap.png
0.49,0.32,0.9,0.48,0.39,0.87,0.44,0.39,0.79,0.37,0.41,0.73,0.31,0.39,0.77,0.53,0.4,0.9,0.59,0.41,0.71,0.65,0.4,0.76,0.45,0.59,0.76,0.45,0.74,0.8,0.44,0.88,0.78,0.51,0.59,0.73,0.51,0.74,0.85,0.51,0.89,0.77,0.48,0.31,0.89,0.5,0.32,0.93,0.47,0.33,0.77,0.51,0.33,0.81,2,flap,./input/flap/Colour 203-125-flap.png
